onset_qL,measure,label,root_pc,size
2.5,293,D (Major Third with octave doublings),2,2
3.0,293,B (Major Sixth with octave doublings),11,2
3.5,293,B (Major Sixth with octave doublings),11,2
0.0,294,D (Kumoi pentachord),2,5
0.5,294,D (Kumoi pentachord),2,5
1.0,294,D (dominant seventh chord),2,4
1.5,294,G (major triad),7,3
2.0,294,G (major triad),7,3
2.5,294,G (major triad),7,3
3.0,294,G (major triad),7,3
3.5,294,E (incomplete minor-seventh chord),4,3
0.0,295,D (major-second major tetrachord),2,4
0.5,295,A (major triad),9,3
1.0,295,A (incomplete dominant-seventh chord),9,3
1.5,295,A (major triad),9,3
2.0,295,B (quartal tetramirror),11,4
2.5,295,A (dominant seventh chord),9,4
3.0,295,E (major pentatonic),4,5
3.5,295,A (major triad),9,3
0.0,296,D (Major Third with octave doublings),2,2
0.5,296,F# (Major Sixth with octave doublings),6,2
1.0,296,A (dominant seventh chord),9,4
1.5,296,C# (Major Sixth with octave doublings),1,2
2.0,296,D (major triad),2,3
2.5,296,F# (Minor Third with octave doublings),6,2
3.0,296,G (major triad),7,3
3.5,296,C# (phrygian trichord),1,3
3.75,296,C# (Major Sixth with octave doublings),1,2
0.0,297,D (Major Third with octave doublings),2,2
0.5,297,E (incomplete minor-seventh chord),4,3
0.75,297,E (Major Sixth with octave doublings),4,2
1.0,297,C# (locrian pentachord),1,5
1.25,297,C# (locrian pentachord),1,5
1.5,297,G (incomplete major-seventh chord),7,3
1.75,297,D (whole-tone trichord),2,3
2.0,297,E (incomplete minor-seventh chord),4,3
2.5,297,D (major triad),2,3
2.75,297,F# (Major Sixth with octave doublings),6,2
3.0,297,E (minor seventh chord),4,4
3.25,297,E (minor seventh chord),4,4
3.5,297,D (major-second major tetrachord),2,4
3.75,297,D (major seventh chord),2,4
0.0,298,D (major triad),2,3
0.5,298,E (incomplete minor-seventh chord),4,3
0.75,298,E (Major Sixth with octave doublings),4,2
1.0,298,G (perfect-fourth major tetrachord),7,4
1.25,298,G (perfect-fourth major tetrachord),7,4
1.5,298,C (major-ninth chord),0,5
1.75,298,E (perfect-fourth minor tetrachord),4,4
2.0,298,D (Major Third with octave doublings),2,2
2.5,298,C# (phrygian trichord),1,3
2.75,298,C# (Major Sixth with octave doublings),1,2
3.0,298,E (quartal tetramirror),4,4
3.25,298,E (quartal tetramirror),4,4
3.5,298,E (quartal tetramirror),4,4
3.75,298,E (minor trichord),4,3
0.0,299,D (Major Third with octave doublings),2,2
0.5,299,E (lydian tetrachord),4,4
0.75,299,E (lydian tetrachord),4,4
1.0,299,D (perfect-fourth major tetrachord),2,4
1.25,299,D (perfect-fourth major tetrachord),2,4
1.5,299,G (major seventh chord),7,4
1.75,299,E (major-second minor tetrachord),4,4
2.0,299,D (incomplete major-seventh chord),2,3
2.5,299,B (Major Sixth with octave doublings),11,2
2.75,299,B (Minor Third),11,2
3.0,299,C# (phrygian trichord),1,3
3.25,299,C# (phrygian trichord),1,3
3.5,299,D (whole-tone trichord),2,3
3.75,299,D (incomplete major-seventh chord),2,3
0.0,300,D (Major Third with octave doublings),2,2
0.5,300,C# (phrygian trichord),1,3
0.75,300,C# (Minor Third),1,2
1.0,300,E (lydian tetrachord),4,4
1.25,300,E (lydian tetrachord),4,4
1.5,300,D (whole-tone trichord),2,3
1.75,300,D (whole-tone trichord),2,3
2.0,300,C# (minor-second diminished tetrachord),1,4
2.5,300,D (phrygian tetrachord),2,4
2.75,300,F# (incomplete dominant-seventh chord),6,3
3.0,300,A (Kumoi pentachord),9,5
3.25,300,A (Kumoi pentachord),9,5
3.5,300,A (Kumoi pentachord),9,5
3.75,300,G (Minor Second with octave doublings),7,2
0.0,301,D (Major Third with octave doublings),2,2
0.5,301,G (incomplete major-seventh chord),7,3
0.75,301,G (incomplete major-seventh chord),7,3
1.0,301,G (major third tetracluster),7,4
1.25,301,G (major third tetracluster),7,4
1.5,301,D (perfect-fourth major tetrachord),2,4
1.75,301,D (major-second major tetrachord),2,4
2.0,301,G# (incomplete half-diminished seventh chord),8,3
2.5,301,D (major triad),2,3
2.75,301,D (major triad),2,3
3.0,301,B (perfect-fourth minor tetrachord),11,4
3.25,301,B (perfect-fourth minor tetrachord),11,4
3.5,301,D (major-second major tetrachord),2,4
3.75,301,D (major seventh chord),2,4
0.0,302,B (incomplete minor-seventh chord),11,3
0.5,302,G (major triad),7,3
0.75,302,G (major triad),7,3
1.0,302,B (phrygian trichord),11,3
1.25,302,B (phrygian trichord),11,3
1.5,302,G (perfect-fourth major tetrachord),7,4
1.75,302,G (major-second major tetrachord),7,4
2.0,302,D (phrygian tetrachord),2,4
2.5,302,C# (phrygian trichord),1,3
2.75,302,C# (Minor Third with octave doublings),1,2
3.0,302,A (Kumoi pentachord),9,5
3.25,302,A (Kumoi pentachord),9,5
3.5,302,A (Kumoi pentachord),9,5
3.75,302,C# (perfect-fourth diminished tetrachord),1,4
0.0,303,D (Major Third with octave doublings),2,2
0.5,303,C# (minor-second diminished tetrachord),1,4
0.75,303,C# (minor-second diminished tetrachord),1,4
1.0,303,G (major-ninth chord),7,5
1.25,303,G (major-ninth chord),7,5
1.5,303,G (phrygian hexamirror),7,6
1.75,303,F# (dorian hexachord),6,6
2.0,303,G (lydian pentachord),7,5
2.5,303,B (minor seventh chord),11,4
2.75,303,B (minor seventh chord),11,4
3.0,303,C# (minor-second diminished tetrachord),1,4
3.25,303,C# (minor-second diminished tetrachord),1,4
3.5,303,D (whole-tone trichord),2,3
3.75,303,D (incomplete major-seventh chord),2,3
0.0,304,D (major pentachord),2,5
0.5,304,C# (minor-second diminished tetrachord),1,4
0.75,304,C# (diminished triad),1,3
1.0,304,E (minor-ninth chord),4,5
1.25,304,E (minor-ninth chord),4,5
1.5,304,C# (locrian pentachord),1,5
1.75,304,C# (minor-second diminished tetrachord),1,4
2.0,304,D (Major Third with octave doublings),2,2
2.5,304,D (major triad),2,3
2.75,304,D (major triad),2,3
3.0,304,D (locrian hexachord),2,6
3.25,304,D (locrian hexachord),2,6
3.5,304,D (perfect-fourth major tetrachord),2,4
3.75,304,D (major-second major tetrachord),2,4
0.0,305,D (major-second major tetrachord),2,4
0.5,305,A (major triad),9,3
0.75,305,A (major triad),9,3
1.0,305,B (incomplete minor-seventh chord),11,3
1.25,305,B (incomplete minor-seventh chord),11,3
1.5,305,A (major-second major tetrachord),9,4
1.75,305,A (major seventh chord),9,4
2.0,305,A (dominant seventh chord),9,4
2.5,305,D (major triad),2,3
2.75,305,D (major triad),2,3
3.0,305,A (major-second major tetrachord),9,4
3.25,305,A (major-second major tetrachord),9,4
3.5,305,B (minor seventh chord),11,4
3.75,305,D (all-interval tetrachord),2,4
0.0,306,D (major triad),2,3
0.5,306,A (major triad),9,3
0.75,306,A (major triad),9,3
1.0,306,B (incomplete minor-seventh chord),11,3
1.25,306,B (incomplete minor-seventh chord),11,3
1.5,306,A (major-second major tetrachord),9,4
1.75,306,A (major seventh chord),9,4
2.0,306,A (dominant seventh chord),9,4
2.5,306,D (major triad),2,3
2.75,306,D (major triad),2,3
3.0,306,A (major-second major tetrachord),9,4
3.25,306,A (major-second major tetrachord),9,4
3.5,306,B (minor seventh chord),11,4
3.75,306,D (all-interval tetrachord),2,4
0.0,307,D (major triad),2,3
0.5,307,A (dominant seventh chord),9,4
0.75,307,C# (diminished triad),1,3
1.0,307,B (minor seventh chord),11,4
1.25,307,B (minor seventh chord),11,4
1.5,307,A (dominant-ninth),9,5
1.75,307,A (diminished pentacluster),9,5
2.0,307,A (incomplete dominant-seventh chord),9,3
2.5,307,D (major triad),2,3
2.75,307,D (major triad),2,3
3.0,307,D (perfect-fourth major tetrachord),2,4
3.25,307,D (perfect-fourth major tetrachord),2,4
3.5,307,F# (combinatorial I (I1)),6,6
3.75,307,C# (flat-ninth pentachord),1,5
0.0,308,A (flat-ninth pentachord),9,5
0.5,308,B (minor seventh chord),11,4
0.75,308,B (minor triad),11,3
1.0,308,E (Guidonian hexachord),4,6
1.25,308,E (Guidonian hexachord),4,6
1.5,308,E (major pentachord),4,5
1.75,308,E- (enharmonic equivalent to major seventh chord),3,4
2.0,308,A (Minor Seventh with octave doublings),9,2
2.5,308,A (Perfect Fifth with octave doublings),9,2
2.75,308,E (Perfect Octave),4,1
3.0,308,B (minor seventh chord),11,4
3.25,308,B (minor seventh chord),11,4
3.5,308,B (minor seventh chord),11,4
3.75,308,D (all-interval tetrachord),2,4
0.0,309,B (minor seventh chord),11,4
0.25,309,B (minor seventh chord),11,4
0.5,309,E (Guidonian hexachord),4,6
0.75,309,D (combinatorial I (I3)),2,6
1.0,309,A (dominant-eleventh),9,6
1.25,309,A (dominant-eleventh),9,6
1.5,309,B (minor seventh chord),11,4
1.75,309,D (all-interval tetrachord),2,4
2.0,309,E (major pentatonic),4,5
2.25,309,E (major pentatonic),4,5
2.5,309,B (minor seventh chord),11,4
2.75,309,D (all-interval tetrachord),2,4
3.0,309,G (major-second major tetrachord),7,4
3.25,309,G (major-second major tetrachord),7,4
3.5,309,B (minor seventh chord),11,4
3.75,309,D (all-interval tetrachord),2,4
0.0,310,B (minor-diminished ninth chord),11,5
0.25,310,B (minor-diminished ninth chord),11,5
0.5,310,A (Guidonian hexachord),9,6
0.75,310,E (major pentatonic),4,5
1.0,310,G (major pentachord),7,5
1.25,310,G (major pentachord),7,5
1.5,310,A (Guidonian hexachord),9,6
1.75,310,E (major pentatonic),4,5
2.0,310,D (major pentachord),2,5
2.25,310,D (major pentachord),2,5
2.5,310,D (locrian hexachord),2,6
2.75,310,C# (locrian pentachord),1,5
3.0,310,A (Kumoi pentachord),9,5
3.25,310,A (Kumoi pentachord),9,5
3.5,310,A (Kumoi pentachord),9,5
3.75,310,C# (half-diminished seventh chord),1,4
0.0,311,D (major pentachord),2,5
0.25,311,D (major pentachord),2,5
0.5,311,D (major pentachord),2,5
0.75,311,D (major-ninth chord),2,5
1.0,311,D (locrian hexachord),2,6
1.25,311,D (locrian hexachord),2,6
1.5,311,D (major pentachord),2,5
1.75,311,D (major-ninth chord),2,5
2.0,311,D (major triad),2,3
2.5,311,D (major pentachord),2,5
2.75,311,D (major pentachord),2,5
3.0,311,E (quartal tetramirror),4,4
3.5,311,D (major triad),2,3
3.75,311,D (major triad),2,3
0.0,312,D (major pentachord),2,5
0.5,312,A (Kumoi pentachord),9,5
1.0,312,A (dominant seventh chord),9,4
1.5,312,D (major triad),2,3
2.0,312,D (Major Third with octave doublings),2,2
3.0,312,D (major pentachord),2,5
3.25,312,D (major pentachord),2,5
3.5,312,D (major pentachord),2,5
3.75,312,D (major-ninth chord),2,5
0.0,313,D (major-ninth chord),2,5
0.25,313,D (major-ninth chord),2,5
0.5,313,D (major-ninth chord),2,5
0.75,313,A (major pentachord),9,5
1.0,313,B (Guidonian hexachord),11,6
1.25,313,B (Guidonian hexachord),11,6
1.5,313,D (major-ninth chord),2,5
1.75,313,A (major pentachord),9,5
2.0,313,D (major pentachord),2,5
2.25,313,D (major pentachord),2,5
2.5,313,D (major pentachord),2,5
2.75,313,D (major-ninth chord),2,5
3.0,313,D (major pentachord),2,5
3.25,313,D (major pentachord),2,5
3.5,313,D (major pentachord),2,5
3.75,313,D (major-ninth chord),2,5
0.0,314,D (major-ninth chord),2,5
0.25,314,D (major-ninth chord),2,5
0.5,314,D (major-ninth chord),2,5
0.75,314,A (major pentachord),9,5
1.0,314,B (Guidonian hexachord),11,6
1.25,314,B (Guidonian hexachord),11,6
1.5,314,D (major-ninth chord),2,5
1.75,314,A (major pentachord),9,5
2.0,314,D (major pentachord),2,5
2.25,314,D (major pentachord),2,5
2.5,314,D (major pentachord),2,5
2.75,314,D (major-ninth chord),2,5
3.0,314,D (major pentachord),2,5
3.25,314,D (major pentachord),2,5
3.5,314,D (major pentachord),2,5
3.75,314,D (major-ninth chord),2,5
0.0,315,D (major-ninth chord),2,5
0.25,315,D (major-ninth chord),2,5
0.5,315,D (major-ninth chord),2,5
0.75,315,A (major pentachord),9,5
1.0,315,B (Guidonian hexachord),11,6
1.25,315,B (Guidonian hexachord),11,6
1.5,315,D (major-ninth chord),2,5
1.75,315,A (major pentachord),9,5
2.0,315,D (locrian hexachord),2,6
2.25,315,D (locrian hexachord),2,6
2.5,315,D (major pentachord),2,5
2.75,315,D (major-ninth chord),2,5
3.0,315,D (perfect-fourth major tetrachord),2,4
3.25,315,D (perfect-fourth major tetrachord),2,4
3.5,315,F# (minor-diminished ninth chord),6,5
3.75,315,F# (minor-diminished ninth chord),6,5
0.0,316,A (major pentachord),9,5
0.25,316,A (major pentachord),9,5
0.5,316,B (Guidonian hexachord),11,6
0.75,316,B (minor-ninth chord),11,5
1.0,316,B (major pentatonic),11,5
1.25,316,B (major pentatonic),11,5
1.5,316,E (Kumoi pentachord),4,5
1.75,316,A (locrian hexachord),9,6
2.0,316,D (major-ninth chord),2,5
2.25,316,D (major-ninth chord),2,5
2.5,316,D (locrian hexachord),2,6
2.75,316,A (dominant-eleventh),9,6
3.0,316,B (minor seventh chord),11,4
3.25,316,B (minor seventh chord),11,4
3.5,316,B (Guidonian hexachord),11,6
3.75,316,D (phrygian hexamirror),2,6
0.0,317,D (perfect-fourth major tetrachord),2,4
0.25,317,D (perfect-fourth major tetrachord),2,4
0.5,317,D (major pentachord),2,5
0.75,317,D (major pentachord),2,5
1.0,317,D (locrian hexachord),2,6
1.25,317,D (locrian hexachord),2,6
1.5,317,D (perfect-fourth major tetrachord),2,4
1.75,317,D (major-second major tetrachord),2,4
2.0,317,E (quartal tetramirror),4,4
2.25,317,E (quartal tetramirror),4,4
2.5,317,D (major-second major tetrachord),2,4
2.75,317,D (major seventh chord),2,4
3.0,317,E (major pentatonic),4,5
3.25,317,E (major pentatonic),4,5
3.5,317,D (major-second major tetrachord),2,4
3.75,317,D (major seventh chord),2,4
0.0,318,B (minor tetramirror),11,4
0.25,318,B (minor tetramirror),11,4
0.5,318,G (major pentachord),7,5
0.75,318,G (major-second major tetrachord),7,4
1.0,318,G (major pentachord),7,5
1.25,318,G (major pentachord),7,5
1.5,318,G (major pentachord),7,5
1.75,318,G (major-second major tetrachord),7,4
2.0,318,D (major pentachord),2,5
2.25,318,D (major pentachord),2,5
2.5,318,A (Kumoi pentachord),9,5
2.75,318,D (locrian hexachord),2,6
3.0,318,E (quartal tetramirror),4,4
3.25,318,E (quartal tetramirror),4,4
3.5,318,A (Kumoi pentachord),9,5
3.75,318,D (locrian hexachord),2,6
0.0,319,D (major pentachord),2,5
0.25,319,D (major pentachord),2,5
0.5,319,D (perfect-fourth major tetrachord),2,4
0.75,319,D (major-second major tetrachord),2,4
1.0,319,D (locrian hexachord),2,6
1.25,319,D (locrian hexachord),2,6
1.5,319,D (perfect-fourth major tetrachord),2,4
1.75,319,D (major-second major tetrachord),2,4
2.0,319,D (major triad),2,3
2.5,319,D (major-ninth chord),2,5
3.0,319,E (incomplete minor-seventh chord),4,3
3.5,319,D (Major Third with octave doublings),2,2
0.0,320,D (locrian hexachord),2,6
0.5,320,A (Kumoi pentachord),9,5
1.0,320,A (dominant seventh chord),9,4
1.5,320,D (major triad),2,3
2.0,320,D (major triad),2,3
2.5,320,D (Major Third with octave doublings),2,2
2.75,320,D (incomplete major-seventh chord),2,3
3.0,320,D (major triad),2,3
3.25,320,D (major-second major tetrachord),2,4
3.5,320,D (major triad),2,3
3.75,320,D (perfect-fourth major tetrachord),2,4
0.0,321,D (major pentachord),2,5
1.0,321,D (major pentachord),2,5
1.5,321,D (Major Third with octave doublings),2,2
2.0,321,D (major triad),2,3
3.0,321,D (major triad),2,3
3.5,321,D (multiple octaves),2,1
0.0,322,G (major pentachord),7,5
1.0,322,G (locrian hexachord),7,6
1.5,322,G (major triad),7,3
2.0,322,G (major triad),7,3
3.0,322,G (Major Third with octave doublings),7,2
3.5,322,E (Minor Third with octave doublings),4,2
0.0,323,A (Kumoi pentachord),9,5
0.5,323,A (dominant seventh chord),9,4
1.0,323,A (dominant seventh chord),9,4
1.5,323,C# (multiple octaves),1,1
2.0,323,A (dominant-ninth),9,5
2.5,323,A (dominant seventh chord),9,4
3.0,323,A (dominant-ninth),9,5
3.5,323,A (major triad),9,3
0.0,324,D (major-second major tetrachord),2,4
0.5,324,D (major triad),2,3
1.0,324,D (major triad),2,3
1.5,324,D (Major Third with octave doublings),2,2
2.0,324,B (major-second minor tetrachord),11,4
2.5,324,B (minor triad),11,3
3.0,324,B (minor triad),11,3
3.5,324,B (minor triad),11,3
3.75,324,B (minor triad),11,3
0.0,325,E (Kumoi pentachord),4,5
0.5,325,E (dominant seventh chord),4,4
1.0,325,E (dominant seventh chord),4,4
1.5,325,G# (diminished triad),8,3
2.0,325,E (major-second major tetrachord),4,4
2.5,325,E (major triad),4,3
3.0,325,E (major-second major tetrachord),4,4
3.5,325,G# (multiple octaves),8,1
0.0,326,A (major triad),9,3
0.25,326,A (major-second major tetrachord),9,4
0.5,326,A (major triad),9,3
0.75,326,A (major seventh chord),9,4
1.0,326,F# (minor seventh chord),6,4
1.25,326,A (major seventh chord),9,4
1.5,326,F# (minor seventh chord),6,4
1.75,326,A (major triad),9,3
2.0,326,A (perfect-fourth major tetrachord),9,4
2.25,326,A (major triad),9,3
2.5,326,A (perfect-fourth major tetrachord),9,4
2.75,326,A (major triad),9,3
3.0,326,A (major-second major tetrachord),9,4
3.25,326,A (major triad),9,3
3.5,326,A (major-second major tetrachord),9,4
3.75,326,A (major triad),9,3
0.0,327,A (major triad),9,3
0.5,327,C# (minor triad),1,3
1.0,327,C# (incomplete minor-seventh chord),1,3
1.5,327,G# (multiple octaves),8,1
2.0,327,E (major-second major tetrachord),4,4
2.5,327,E (major triad),4,3
3.0,327,E (major-second major tetrachord),4,4
3.5,327,G# (multiple octaves),8,1
0.0,328,A (major triad),9,3
0.25,328,A (major-second major tetrachord),9,4
0.5,328,A (major triad),9,3
0.75,328,A (major seventh chord),9,4
1.0,328,F# (minor seventh chord),6,4
1.25,328,A (major seventh chord),9,4
1.5,328,F# (minor seventh chord),6,4
1.75,328,A (major triad),9,3
2.0,328,A (perfect-fourth major tetrachord),9,4
2.25,328,A (major triad),9,3
2.5,328,A (perfect-fourth major tetrachord),9,4
2.75,328,A (major triad),9,3
3.0,328,A (major-second major tetrachord),9,4
3.25,328,A (major triad),9,3
3.5,328,A (major-second major tetrachord),9,4
3.75,328,A (major triad),9,3
0.0,329,A (multiple octaves),9,1
0.25,329,A (multiple octaves),9,1
0.5,329,A (multiple octaves),9,1
0.75,329,A (multiple octaves),9,1
1.0,329,A (multiple octaves),9,1
1.25,329,A (multiple octaves),9,1
1.5,329,A (Perfect Octave),9,1
2.0,329,A (multiple octaves),9,1
2.25,329,A (multiple octaves),9,1
2.5,329,A (multiple octaves),9,1
2.75,329,A (multiple octaves),9,1
3.0,329,A (multiple octaves),9,1
3.25,329,A (multiple octaves),9,1
3.5,329,A (Perfect Octave),9,1
0.0,330,F (Major Third with octave doublings),5,2
0.25,330,F (Major Third with octave doublings),5,2
0.5,330,F (Major Third with octave doublings),5,2
0.75,330,F (Major Third with octave doublings),5,2
1.0,330,F (Major Third with octave doublings),5,2
1.25,330,F (Major Third with octave doublings),5,2
1.5,330,F (Major Third with octave doublings),5,2
1.75,330,F (Major Third with octave doublings),5,2
2.0,330,F (Major Third with octave doublings),5,2
2.25,330,F (Major Third with octave doublings),5,2
2.5,330,F (Major Third with octave doublings),5,2
2.75,330,F (Major Third with octave doublings),5,2
3.0,330,F (Major Third with octave doublings),5,2
3.25,330,F (Major Third with octave doublings),5,2
3.5,330,F (Major Third with octave doublings),5,2
3.75,330,F (Major Third with octave doublings),5,2
4.0,330,F (Major Third with octave doublings),5,2
4.25,330,F (Major Third with octave doublings),5,2
4.5,330,F (Major Third with octave doublings),5,2
4.75,330,F (Major Third with octave doublings),5,2
5.0,330,F (Major Third with octave doublings),5,2
5.25,330,F (Major Third with octave doublings),5,2
5.5,330,F (Major Third with octave doublings),5,2
5.75,330,F (Major Third with octave doublings),5,2
6.0,330,F (Major Third with octave doublings),5,2
6.25,330,F (Major Third with octave doublings),5,2
6.5,330,F (Major Third with octave doublings),5,2
6.75,330,F (Major Third with octave doublings),5,2
7.0,330,F (Major Third with octave doublings),5,2
7.25,330,F (Major Third with octave doublings),5,2
7.5,330,F (Major Third with octave doublings),5,2
7.75,330,F (Major Third with octave doublings),5,2
1.5,331,B- (Perfect Octave),10,1
1.5,333,B- (Perfect Octave),10,1
1.5,335,B- (Perfect Octave),10,1
1.5,336,B- (Perfect Octave),10,1
1.5,337,B- (Perfect Octave),10,1
